coord_x,coord_y,pred
-3749.176078,-3749.458442,0
-3746.22621,-3742.259347,0
-3742.897643,-3790.648737,3
-3738.423005,-3773.259265,12
-3736.40762,-3895.590306,13
-3725.210248,-3898.931369,13
-3720.191136,-3785.296426,5
-3717.144006,-3760.757175,12
-3716.115098,-3805.047855,0
-3715.05728,-3896.811185,13
-3713.366675,-3847.230697,10
-3712.215305,-3717.469078,0
-3711.799143,-3903.965417,13
-3705.89965,-3899.050255,13
-3702.522707,-3904.721471,13
-3701.031349,-3749.273361,0
-3703.310485,-3866.680235,0
-3693.834636,-3753.544428,0
-3686.861426,-3868.363094,0
-3681.886968,-3796.560642,4
-3677.896932,-3900.573745,1
-3679.811828,-3763.160389,14
-3677.398794,-3869.162152,0
-3670.779482,-3817.402626,0
-3667.87118,-3874.241564,0
-3664.769895,-3738.03905,3
-3651.46952,-3870.897426,11
-3646.877841,-3724.331608,3
-3645.493121,-3868.332643,0
-3646.789154,-3774.947785,10
-3646.400152,-3759.488325,0
-3634.578334,-3817.709332,0
-3630.554396,-3720.642493,6
-3623.800327,-3776.563602,3
-3613.921894,-3862.437691,0
-3609.424053,-3742.521483,5
-3604.913868,-3727.917944,12
-3602.690604,-3772.054668,1
-3600.249404,-3789.181339,3
-3599.20153,-3761.913671,0
-3594.86432,-3834.667865,2
-3589.12927,-3856.707569,2
-3583.882401,-3817.35014,10
-3584.248833,-3807.595108,10
-3580.472058,-3850.885976,6
-3578.616098,-3786.497364,2
-3577.673492,-3735.668748,5
-3578.349088,-3753.779418,3
-3573.299944,-3872.830391,2
-3567.244253,-3895.605984,0
-3565.972526,-3717.916126,0
-3563.997943,-3826.108826,7
-3566.140615,-3801.3436,12
-3741.931088,-3830.179569,0
-3655.621884,-3874.877987,11
-3647.281536,-3789.690968,6
-3637.803914,-3735.743305,3
-3616.921661,-3749.09486,3
-3571.06742,-3841.590735,3
-3750.349686,-3888.860397,13
-3729.616592,-3864.763194,0
-3722.657334,-3781.500929,5
-3612.404425,-3778.444847,2
-3659.193431,-3850.047337,7
-3648.682348,-3717.118489,3
-3622.867123,-3804.581936,6
-3570.645976,-3742.960286,6
-3735.388149,-3888.518667,13
-3695.502249,-3867.643002,0
-3593.980541,-3884.880012,0
-3583.805783,-3771.677373,8
-3585.982836,-3876.191596,3
-3736.666752,-3593.052579,5
-3734.556828,-3649.974451,1
-3730.405144,-3631.316136,6
-3729.411991,-3666.569732,3
-3715.476438,-3536.021121,3
-3708.946443,-3599.167488,6
-3699.463891,-3675.720197,0
-3689.130527,-3553.698604,0
-3685.927407,-3602.577032,3
-3674.489912,-3523.022189,6
-3660.394604,-3530.168312,0
-3658.226648,-3658.376328,3
-3658.331528,-3679.854886,3
-3659.154672,-3695.830686,3
-3647.038271,-3561.987478,3
-3643.259955,-3519.757328,14
-3636.963109,-3627.838951,6
-3635.802679,-3694.431642,5
-3632.128578,-3652.62671,10
-3629.994213,-3569.240588,3
-3624.772304,-3671.136281,12
-3616.921978,-3618.300878,10
-3612.23088,-3557.737368,1
-3605.899181,-3609.638435,0
-3602.448126,-3677.809322,0
-3591.563938,-3579.677275,0
-3592.589876,-3671.089202,3
-3587.493077,-3589.250821,0
-3578.211502,-3659.373498,2
-3560.329056,-3642.520511,0
-3717.051308,-3686.552475,2
-3716.926342,-3634.479201,0
-3707.839564,-3560.858923,1
-3696.652092,-3655.708128,1
-3690.646433,-3525.535885,3
-3681.931053,-3624.058022,6
-3669.956466,-3677.919117,3
-3660.951606,-3581.801343,3
-3618.114079,-3549.314853,1
-3582.44828,-3535.820558,3
-3572.858999,-3615.715063,3
-3563.852437,-3523.854164,5
-3740.275836,-3597.798321,5
-3727.480462,-3637.039856,6
-3689.775748,-3613.940738,0
-3625.10343,-3589.395292,6
-3682.465793,-3577.216616,3
-3597.747816,-3699.535522,0
-3683.99275,-3635.914933,6
-3628.235084,-3609.468317,3
-3625.774566,-3619.275429,2
-3610.651181,-3676.52504,3
-3606.129535,-3598.500508,12
-3567.56003,-3560.805608,3
-3749.936046,-3475.840805,2
-3740.80826,-3367.270535,3
-3724.689023,-3377.336245,1
-3725.615583,-3468.405271,3
-3716.680832,-3433.500029,6
-3708.880906,-3477.06647,2
-3709.433049,-3496.154228,7
-3705.583102,-3481.14878,2
-3706.069992,-3461.367232,3
-3701.255287,-3376.401318,3
-3702.058033,-3341.504263,7
-3699.526693,-3436.465816,3
-3685.145552,-3374.603356,5
-3679.418843,-3466.590055,3
-3674.219407,-3411.098779,12
-3673.046097,-3345.479732,5
-3667.473317,-3337.280199,5
-3653.029003,-3491.353031,3
-3653.14311,-3431.500765,5
-3650.943962,-3403.327708,6
-3641.182287,-3360.93981,5
-3639.38052,-3452.300195,3
-3638.593324,-3486.342406,2
-3636.785388,-3371.829671,2
-3635.713538,-3402.907307,2
-3634.354642,-3381.219703,2
-3635.374696,-3331.451747,6
-3627.433135,-3427.474931,12
-3620.711966,-3322.969737,6
-3619.536728,-3425.289278,5
-3619.70656,-3481.291397,2
-3613.883589,-3410.439425,0
-3606.398306,-3351.909837,3
-3603.993755,-3341.20161,1
-3601.108236,-3397.637977,0
-3592.329415,-3408.501667,2
-3590.119867,-3493.917991,7
-3587.319289,-3415.108575,2
-3587.031149,-3468.563538,3
-3585.920932,-3316.862105,1
-3575.345742,-3336.566479,2
-3569.666055,-3418.537837,3
-3567.207016,-3446.839051,7
-3563.52452,-3373.711565,2
-3682.590687,-3396.130269,0
-3560.924558,-3448.752322,7
-3734.595816,-3495.168554,3
-3711.975816,-3493.432676,7
-3706.047524,-3446.236807,3
-3690.943117,-3352.615643,10
-3655.294441,-3397.263078,6
-3645.262481,-3402.412564,6
-3628.249009,-3409.136724,2
-3623.688275,-3405.793578,3
-3587.233076,-3394.546323,6
-3689.191489,-3481.694044,12
-3687.790401,-3492.657265,7
-3645.691534,-3449.593082,0
-3637.675619,-3441.098058,3
-3617.755264,-3455.122268,12
-3597.727155,-3408.064914,2
-3746.4768,-3181.019937,12
-3746.860037,-3283.226092,1
-3742.840248,-3262.710735,1
-3724.846225,-3269.978255,3
-3717.133927,-3218.946952,0
-3714.919203,-3180.438378,1
-3714.922183,-3242.542985,5
-3713.126176,-3196.269032,12
-3711.486419,-3213.778142,0
-3697.203359,-3265.525187,6
-3696.172889,-3195.71352,5
-3685.497297,-3157.450706,6
-3685.761869,-3177.018046,1
-3684.906153,-3125.502947,8
-3679.573648,-3274.984502,6
-3680.392625,-3214.53178,10
-3672.291459,-3126.499023,2
-3673.29933,-3248.800724,0
-3666.289226,-3176.714474,0
-3664.521055,-3213.408669,6
-3662.947844,-3167.303187,5
-3661.350752,-3150.607476,1
-3648.374379,-3248.07045,2
-3650.519178,-3128.055624,2
-3641.625579,-3164.555696,0
-3637.872791,-3252.381824,3
-3634.304262,-3258.564577,5
-3632.673365,-3153.010677,1
-3631.634903,-3295.044084,0
-3624.430284,-3269.12285,1
-3623.517962,-3292.781632,0
-3617.571266,-3286.94916,5
-3617.550432,-3205.676023,1
-3612.647228,-3179.495705,10
-3601.281634,-3230.448597,1
-3596.428248,-3122.781248,3
-3591.650209,-3173.787417,1
-3581.732918,-3293.081783,3
-3581.113978,-3265.533139,7
-3576.118939,-3216.482178,3
-3577.472555,-3150.4882,0
-3570.879913,-3167.382862,0
-3569.088321,-3117.83867,1
-3568.091263,-3225.313887,2
-3734.076411,-3238.717956,6
-3724.963637,-3148.631553,0
-3676.264919,-3206.169324,10
-3649.697621,-3276.547357,6
-3638.436937,-3210.130426,0
-3727.607319,-3209.834595,3
-3720.878961,-3168.92809,2
-3704.708672,-3161.386536,1
-3604.369477,-3143.215847,6
-3621.336969,-3123.850376,3
-3577.852982,-3244.572118,7
-3682.43295,-3284.470996,6
-3668.428801,-3259.555551,0
-3742.994143,-3038.337057,6
-3740.271638,-3013.148557,3
-3731.384701,-2945.219731,7
-3731.819981,-3022.567775,6
-3724.433923,-2975.468527,3
-3718.619887,-2950.815849,1
-3718.045825,-3072.723929,0
-3716.523095,-3046.17438,1
-3705.996011,-3028.299048,1
-3701.385707,-3052.72009,1
-3696.700785,-2971.084874,9
-3696.993462,-3026.45273,1
-3689.021779,-2923.530027,6
-3685.2708,-2949.222295,12
-3674.863765,-2925.116881,1
-3665.774113,-3072.064186,1
-3664.348675,-3042.473813,7
-3662.892646,-3084.79509,0
-3661.458982,-3016.032563,1
-3659.758577,-2960.880723,12
-3651.006969,-2976.710842,0
-3646.746614,-3059.138837,0
-3642.257061,-3067.411756,0
-3627.086904,-3034.557115,7
-3620.063655,-3011.323998,3
-3619.123221,-2969.365667,5
-3611.077043,-3038.351584,0
-3609.331345,-3059.83016,5
-3606.35327,-3034.421908,0
-3602.529722,-3004.60154,1
-3593.563109,-3040.796003,8
-3592.447158,-2952.093728,0
-3594.672453,-3078.448136,0
-3583.330006,-2986.252808,5
-3580.438496,-3026.310859,8
-3582.697006,-3056.415859,8
-3578.352882,-2931.54895,1
-3576.111967,-3060.539525,8
-3568.734034,-2937.068409,1
-3567.053294,-3050.027643,1
-3564.645734,-3040.08179,9
-3681.807872,-3023.162079,5
-3677.847079,-3093.171245,3
-3645.652308,-2987.247086,1
-3638.316941,-3075.215709,0
-3628.886059,-2948.44724,0
-3619.887566,-3066.113622,5
-3718.818918,-2992.778913,1
-3711.513891,-3057.224754,12
-3694.404487,-2997.960794,5
-3686.180306,-3001.679909,5
-3628.806103,-3044.748238,6
-3594.143544,-2984.513441,0
-3583.605849,-3011.354916,8
-3574.401142,-3085.395463,1
-3569.112363,-2946.826966,1
-3740.089099,-2957.429265,1
-3643.073411,-2967.39456,12
-3620.90344,-2942.093798,1
-3742.190476,-3055.56216,1
-3680.005709,-2988.099677,5
-3658.733659,-2924.973908,1
-3655.429189,-2914.850872,0
-3649.112857,-3099.015036,8
-3582.165891,-3103.799678,5
-3569.792782,-3011.213673,1
-3747.394042,-2736.232062,0
-3742.165857,-2894.622157,3
-3743.865492,-2852.560542,1
-3721.308313,-2845.595939,12
-3714.696258,-2854.324922,1
-3714.407165,-2825.83039,0
-3710.500444,-2785.544294,1
-3702.874866,-2891.025559,1
-3702.214514,-2799.104127,13
-3697.602392,-2814.90322,0
-3702.088304,-2743.101754,8
-3685.278031,-2772.927944,0
-3681.204769,-2870.468254,12
-3680.528535,-2891.128954,14
-3671.901103,-2817.260314,1
-3669.745436,-2902.193617,5
-3666.363439,-2719.505991,1
-3665.604396,-2835.214421,1
-3652.1499,-2733.142009,7
-3646.5288,-2786.063083,13
-3646.840368,-2826.247927,1
-3642.977275,-2878.939586,7
-3636.117285,-2779.412654,13
-3637.487268,-2762.148672,1
-3626.400646,-2776.498601,13
-3625.55362,-2828.935759,0
-3624.752749,-2721.737921,7
-3619.483978,-2858.951326,0
-3619.67589,-2742.26474,1
-3618.649621,-2774.3173,13
-3605.992878,-2803.528433,12
-3607.445904,-2817.467275,1
-3600.206433,-2875.064978,3
-3594.295072,-2841.293473,1
-3595.425475,-2767.709285,13
-3589.226319,-2882.746405,8
-3578.941033,-2763.596441,13
-3576.081491,-2776.087444,1
-3565.383598,-2745.487251,1
-3735.169645,-2794.081569,1
-3637.936528,-2719.294093,1
-3602.290038,-2735.887374,1
-3591.215686,-2758.119436,13
-3590.516173,-2731.487532,7
-3565.475442,-2720.190498,14
-3744.416943,-2874.412084,1
-3688.70648,-2728.841256,1
-3677.747954,-2765.287168,1
-3668.920615,-2873.623728,1
-3655.264759,-2804.557655,7
-3646.477747,-2899.037088,1
-3607.097179,-2715.584207,1
-3587.343517,-2764.043085,13
-3569.302053,-2900.67234,5
-3653.302042,-2779.026518,7
-3613.205918,-2779.140664,13
-3694.109432,-2835.522709,1
-3688.451217,-2794.354497,7
-3675.366731,-2795.775673,5
-3672.920113,-2730.911295,12
-3652.959022,-2870.175172,12
-3610.792443,-2771.145273,13
-3750.239027,-2675.423326,0
-3740.076238,-2573.827469,1
-3741.108529,-2555.108514,0
-3737.799518,-2640.316065,1
-3726.804524,-2515.943929,12
-3717.613792,-2624.949969,1
-3712.855568,-2615.107146,0
-3707.433341,-2582.257708,0
-3707.645609,-2572.774109,1
-3704.458676,-2535.519421,10
-3705.799135,-2696.113772,1
-3704.860785,-2629.94282,6
-3700.390122,-2691.650303,1
-3702.446346,-2540.256019,10
-3695.918206,-2653.590339,1
-3678.293195,-2653.294733,5
-3671.618864,-2655.13288,5
-3665.368801,-2622.287248,1
-3661.189092,-2671.124172,14
-3657.91517,-2545.423468,0
-3656.904635,-2697.096635,0
-3652.064973,-2655.260076,10
-3639.805072,-2586.753104,1
-3639.39537,-2611.837805,10
-3636.040499,-2568.201674,1
-3633.049411,-2650.231088,1
-3627.404206,-2585.517471,1
-3624.599192,-2642.862382,1
-3622.861747,-2683.506401,1
-3616.273213,-2639.978136,1
-3613.707241,-2694.399124,7
-3612.00118,-2566.857025,12
-3611.330068,-2657.413279,0
-3608.49523,-2595.275864,1
-3600.198035,-2623.292127,1
-3588.192323,-2550.103434,1
-3570.597583,-2580.896817,0
-3570.055404,-2698.897221,1
-3564.565647,-2527.019083,0
-3564.282845,-2562.031588,8
-3719.836816,-2674.026164,1
-3693.708734,-2674.684696,3
-3678.756701,-2624.978126,14
-3678.413715,-2521.544499,0
-3667.052198,-2569.081163,1
-3650.321891,-2635.993151,7
-3581.58556,-2654.951189,14
-3565.135485,-2679.242485,1
-3747.041851,-2535.795509,12
-3748.250655,-2548.681712,1
-3734.222484,-2686.138526,1
-3697.899748,-2600.666367,1
-3652.26843,-2601.195877,5
-3639.966453,-2600.525021,0
-3620.49116,-2571.253475,1
-3578.563918,-2619.544766,1
-3716.154814,-2558.684053,12
-3713.144276,-2566.018757,12
-3657.023674,-2556.197077,0
-3571.133701,-2683.542361,1
-3691.215384,-2692.852576,1
-3565.674679,-2616.578805,1
-3750.812386,-2456.916059,5
-3746.794445,-2496.211883,1
-3738.976718,-2327.553731,1
-3733.753495,-2366.819268,1
-3729.712119,-2469.423554,12
-3725.310956,-2428.793716,1
-3724.417681,-2405.308269,1
-3721.17976,-2451.524477,1
-3715.76317,-2332.501285,1
-3708.843498,-2474.04482,1
-3707.016206,-2339.931262,8
-3706.167244,-2321.739274,0
-3703.944534,-2410.037127,1
-3701.7161,-2366.861696,8
-3692.826997,-2471.674013,12
-3678.559391,-2385.030826,12
-3681.887378,-2423.103078,12
-3674.043315,-2425.60809,12
-3668.002745,-2441.963043,8
-3660.984498,-2338.60882,1
-3649.753244,-2403.229478,5
-3647.794131,-2420.946496,8
-3647.650638,-2444.374861,0
-3640.985578,-2446.649021,0
-3634.156683,-2325.321957,1
-3625.427958,-2492.715787,13
-3619.098739,-2365.76974,1
-3616.458171,-2376.380853,10
-3611.995552,-2455.305467,14
-3605.281504,-2336.330175,12
-3603.623242,-2415.255526,1
-3601.843125,-2369.41885,0
-3597.86772,-2466.671825,1
-3582.145174,-2454.506148,1
-3583.629967,-2441.675007,0
-3579.096564,-2377.502872,3
-3577.079969,-2337.528253,10
-3575.211412,-2326.540503,0
-3574.900478,-2404.355813,1
-3572.111206,-2431.540772,1
-3569.530345,-2338.010938,10
-3744.168713,-2382.775888,1
-3699.477032,-2345.827403,1
-3665.180418,-2405.973514,14
-3664.909299,-2472.468903,12
-3648.383861,-2496.805603,10
-3630.004352,-2393.749121,12
-3704.397056,-2393.576622,1
-3695.963937,-2429.373966,1
-3676.029179,-2331.204249,1
-3644.99511,-2361.809869,12
-3649.470705,-2480.796663,7
-3687.804601,-2321.060062,12
-3683.716709,-2357.421481,1
-3675.923854,-2447.465118,1
-3740.130949,-2124.277469,7
