"","coord_x","coord_y","labels"
"1",1313.511887,2162.459959,10
"2",1321.787911,2288.708578,3
"3",1333.694106,2116.464893,3
"4",1339.956433,2200.067589,3
"5",1340.563484,2251.463695,3
"6",1343.405047,2208.092067,3
"7",1344.99383,2176.547045,3
"8",1352.892055,2118.812648,3
"9",1351.824798,2217.788537,3
"10",1355.924703,2124.583619,3
"11",1360.012164,2220.05056,3
"12",1362.259078,2237.717412,3
"13",1364.61037,2289.791365,3
"14",1365.226986,2274.42685,3
"15",1371.880381,2130.549639,3
"16",1373.256999,2215.899767,7
"17",1378.725252,2250.371336,10
"18",1382.816146,2223.720805,3
"19",1385.29024,2137.57621,3
"20",1399.83812,2231.6481,7
"21",1407.365958,2145.548961,3
"22",1418.215447,2148.232338,3
"23",1418.827324,2240.684957,5
"24",1440.790206,2238.718713,5
"25",1441.441026,2192.388149,3
"26",1459.848152,2274.36341,7
"27",1489.444413,2274.084242,7
"28",1392.229234,2192.358007,7
"29",1403.037383,2261.616823,7
"30",1472.724931,2163.074195,3
"31",1475.396954,2238.324965,3
"32",1483.514898,2296.316947,7
"33",1314.113873,2145.316686,6
"34",1323.813852,2260.164264,3
"35",1323.999034,2190.797592,3
"36",1324.931855,2184.322659,3
"37",1403.490996,2205.665778,6
"38",1441.264708,2220.045807,5
"39",1483.443283,2234.132836,18
"40",1340.340613,2114.367569,3
"41",1395.816159,2282.443659,3
"42",1398.187304,2142.483169,3
"43",1319.387537,2155.960684,3
"44",1324.865309,2138.207089,3
"45",1359.017079,2127.75029,3
"46",1427.193467,2161.925709,3
"47",1484.412933,2175.139891,3
"48",1490.929221,2183.44498,3
"49",1496.971312,2285.519452,6
"50",1315.145685,2345.629669,7
"51",1329.263738,2444.387748,7
"52",1332.677933,2422.810927,3
"53",1341.645074,2428.269872,7
"54",1354.622828,2314.716955,7
"55",1358.661497,2452.151796,7
"56",1360.439123,2469.857921,3
"57",1369.784993,2480.665545,3
"58",1381.102247,2431.678995,3
"59",1386.044826,2489.910822,3
"60",1391.244556,2359.819904,3
"61",1388.767093,2430.513725,3
"62",1397.557356,2460.805088,7
"63",1405.093262,2397.488602,3
"64",1405.70575,2449.530626,7
"65",1406.820064,2326.694964,7
"66",1407.74403,2479.543015,3
"67",1418.065699,2405.117721,7
"68",1415.954887,2487.864184,3
"69",1422.640592,2452.709508,5
"70",1421.662476,2495.490354,7
"71",1432.661553,2327.834766,7
"72",1432.342496,2414.231853,3
"73",1439.921663,2353.428562,6
"74",1441.37762,2426.518923,18
"75",1447.519194,2404.01688,10
"76",1447.646989,2415.501996,1
"77",1456.485277,2432.204168,7
"78",1459.064805,2422.026645,6
"79",1462.485013,2361.358082,7
"80",1463.447476,2334.000009,3
"81",1467.769743,2377.316637,7
"82",1475.160842,2401.871418,7
"83",1477.252882,2458.822711,7
"84",1476.91592,2320.784273,7
"85",1486.46104,2450.860934,3
"86",1497.354382,2425.355223,5
"87",1336.611436,2398.898614,7
"88",1341.546105,2335.868759,7
