coord_x,coord_y,pred
-2914.394376,-601.3705538,2
-2908.221735,-509.3756994,2
-2904.319377,-494.8068423,5
-2902.348809,-540.4618874,5
-2893.200354,-482.8964127,7
-2891.748251,-573.9690905,8
-2892.715006,-550.2962414,2
-2880.58319,-554.5340403,5
-2877.228057,-636.9088318,2
-2877.016679,-519.8655114,12
-2873.885104,-588.5114947,5
-2843.206571,-612.7049285,2
-2836.993277,-524.4678107,2
-2836.681671,-556.8401885,5
-2822.534396,-559.4334977,5
-2822.934234,-479.0399551,5
-2819.472307,-543.7240138,6
-2817.754525,-533.3533485,3
-2816.64078,-649.8772062,2
-2813.920186,-464.7289357,2
-2796.5992,-572.9192918,8
-2790.444878,-615.0154031,2
-2788.444458,-581.2842423,12
-2785.513827,-530.5546854,5
-2780.096193,-561.1207233,8
-2775.607274,-506.7712839,2
-2772.79567,-604.591605,2
-2766.544422,-472.4582325,5
-2750.186099,-472.9268164,12
-2753.141841,-535.7286503,5
-2751.423275,-514.4284964,5
-2748.791562,-585.3127952,12
-2749.214107,-497.8661583,3
-2742.177618,-597.8343119,2
-2853.525649,-608.9912607,2
-2848.518406,-478.829028,2
-2827.573682,-581.1963949,2
-2809.437409,-501.531178,6
-2787.423379,-472.1005933,7
-2772.442705,-527.8544572,5
-2907.83971,-468.6400795,13
-2807.731392,-634.7826552,2
-2823.605601,-602.6937824,13
-2822.124427,-596.7148791,13
-2924.717395,-271.6517066,6
-2922.269229,-439.0762694,5
-2918.08796,-363.1334249,5
-2908.317289,-350.3124825,5
-2908.62803,-405.2464391,5
-2908.759783,-338.378301,5
-2901.834198,-427.6720197,2
-2902.381791,-327.888878,5
-2899.273192,-286.476143,10
-2893.405188,-270.5461087,3
-2890.633297,-364.1177403,6
-2889.821084,-303.5269446,5
-2883.752434,-289.8091653,5
-2886.690246,-402.7947018,8
-2880.425757,-380.422987,7
-2879.732819,-358.5508007,2
-2873.273877,-288.5512726,13
-2870.653349,-442.5727721,8
-2868.727988,-370.9676608,2
-2868.932087,-296.6033578,13
-2866.647264,-416.184133,3
-2853.924812,-323.9847099,12
-2845.527687,-293.6977469,8
-2843.972415,-409.7363882,7
-2840.223776,-268.7374759,2
-2840.162058,-308.7967843,7
-2826.692517,-301.4799864,7
-2822.329406,-282.4718918,8
-2819.727625,-308.8662291,3
-2822.942031,-411.7327264,2
-2818.709101,-352.4021143,4
-2807.08989,-437.9819991,5
-2802.851881,-334.1524506,2
-2801.999783,-321.1950193,2
-2789.287815,-357.6425393,2
-2786.650237,-393.4338134,5
-2776.41122,-380.7923325,8
-2775.937672,-364.2649512,2
-2767.252359,-324.4240652,12
-2764.884114,-273.324861,10
-2756.526698,-391.5049046,3
-2753.224907,-366.0725267,7
-2758.640474,-433.0838891,2
-2746.145061,-326.7553392,3
-2913.957558,-398.4697136,7
-2909.146809,-265.6549089,3
-2845.10179,-319.9359309,12
-2840.750951,-423.0442641,8
-2814.424906,-293.4580282,5
-2808.091789,-372.5131624,8
-2802.44452,-274.9172221,2
-2774.668738,-272.7432044,10
-2910.075356,-329.5024977,5
-2861.97201,-351.0377682,3
-2835.752265,-356.3429395,7
-2808.032754,-428.6645831,7
-2791.277893,-280.5467374,2
