"","coord_x","coord_y","labels"
"1",-3033.401378,2825.155877,12
"2",-3027.328655,2955.936449,2
"3",-3020.512953,2961.69671,2
"4",-3017.39749,2995.915801,2
"5",-3005.478613,2877.528929,7
"6",-3005.369837,2898.384629,7
"7",-3001.59398,2965.246678,2
"8",-2997.368589,3005.247841,1
"9",-2967.167501,2893.509822,2
"10",-2963.181131,2927.496482,2
"11",-2954.604508,2873.521193,2
"12",-2952.704249,2982.099518,1
"13",-2948.588648,2835.768383,4
"14",-2948.194435,2958.610211,2
"15",-2942.627079,2897.049788,3
"16",-2940.860859,3005.644272,2
"17",-2931.942849,2961.365834,5
"18",-2921.95643,2956.178779,12
"19",-2915.35803,2822.560962,1
"20",-2910.433757,2980.22121,1
"21",-2907.439113,2825.46278,8
"22",-2903.023982,2930.989681,2
"23",-2898.297725,2822.887076,12
"24",-2897.57708,2875.669847,4
"25",-2897.59408,2865.04798,1
"26",-2883.190059,2958.59815,1
"27",-2874.011299,2836.289009,1
"28",-2869.656103,2948.229483,4
"29",-2868.024391,2874.880139,1
"30",-2858.828365,2960.356747,12
"31",-2856.201415,2827.69063,12
"32",-3025.728593,2869.580376,2
"33",-3011.709752,2883.921038,2
"34",-2957.612189,3005.603102,2
"35",-2955.783772,2951.577727,2
"36",-2923.05209,2946.776472,12
"37",-2923.353082,2844.720966,1
"38",-2896.385814,2907.262859,2
"39",-2866.094653,2825.983557,12
"40",-2867.467494,2900.166024,1
"41",-2942.638647,2904.359276,1
"42",-2891.24141,2843.552431,4
"43",-2953.925858,2965.755479,2
"44",-2877.153651,2943.845568,2
"45",-2857.851113,2986.599484,1
"46",-2981.622557,2839.584483,3
"47",-2937.548946,2940.608981,2
"48",-2911.07609,2949.348447,12
"49",-2853.006718,2855.166397,4
"50",-3030.855058,3179.208497,2
"51",-3023.807366,3059.186242,1
"52",-3019.991104,3073.955921,2
"53",-3016.675176,3191.422789,2
"54",-3016.56107,3020.754709,12
"55",-3010.277574,3164.341178,4
"56",-3011.896696,3082.458122,2
"57",-3004.611572,3135.387739,2
"58",-2998.349842,3139.677925,2
"59",-2996.077776,3187.120454,2
"60",-2990.611663,3049.466895,2
"61",-2992.005727,3197.472061,7
"62",-2991.372021,3117.398303,2
"63",-2976.384428,3055.728948,5
"64",-2971.954101,3163.589689,4
"65",-2960.675485,3122.951742,2
"66",-2961.157655,3051.754983,2
"67",-2958.467377,3081.736708,1
"68",-2945.819221,3188.256626,3
"69",-2932.27725,3086.345908,3
"70",-2936.222958,3055.571338,2
"71",-2905.789137,3087.970708,2
"72",-2905.870777,3191.61596,2
"73",-2906.320331,3035.074224,2
"74",-2904.677092,3206.256229,4
"75",-2905.786205,3156.425549,2
"76",-2887.791265,3119.59291,4
"77",-2888.195678,3153.066564,7
"78",-2878.497048,3102.853956,2
"79",-2872.775855,3130.483244,2
"80",-2874.554691,3092.346368,7
"81",-2859.661031,3173.877562,2
"82",-2858.720066,3188.642125,2
"83",-2851.791437,3152.037516,4
"84",-2849.074748,3079.129589,4
"85",-3004.256079,3046.051385,7
"86",-2992.590515,3104.072774,2
"87",-2977.201559,3180.866518,2
"88",-2952.232961,3172.620386,2
"89",-2942.952873,3034.110698,2
"90",-2910.166484,3177.077042,2
"91",-2878.201002,3187.125335,1
"92",-3003.065798,3078.016551,2
"93",-2976.399701,3031.887168,2
"94",-2973.040143,3123.550217,5
"95",-2965.7011,3141.598687,2
"96",-2955.482948,3044.758687,2
"97",-2888.740698,3136.041864,4
"98",-2965.012382,3180.180591,2
"99",-2940.378288,3201.794391,2
"100",-2927.817053,3161.192726,2
"101",-2858.526133,3129.484842,2
"102",-2858.313664,3197.907968,2
"103",-3029.629998,3278.57894,1
"104",-3030.555515,3301.588462,1
"105",-3027.34831,3237.455221,2
"106",-3019.434513,3260.697422,7
"107",-3016.414033,3306.180062,7
"108",-3001.803085,3359.197613,4
"109",-3000.888789,3299.561234,2
"110",-2988.069227,3237.589184,2
"111",-2990.558942,3315.615024,2
"112",-2990.728397,3276.069463,2
"113",-2989.124366,3378.62298,2
"114",-2978.962421,3333.223733,2
"115",-2974.133668,3250.291371,1
"116",-2967.762604,3390.914725,1
"117",-2960.285218,3333.860364,2
"118",-2950.421434,3275.093089,4
"119",-2939.575179,3299.068068,5
"120",-2944.724184,3316.485959,2
"121",-2933.868497,3371.899957,2
"122",-2934.942897,3244.621051,3
"123",-2923.887749,3320.556232,2
"124",-2921.713718,3355.828041,2
"125",-2927.199416,3335.552724,7
"126",-2911.592857,3246.474407,2
"127",-2906.329128,3236.931351,2
"128",-2909.636307,3303.010553,4
"129",-2905.293216,3310.835367,2
"130",-2903.975022,3395.467639,2
"131",-2899.545698,3249.497751,7
"132",-2894.457204,3272.832326,2
"133",-2891.839974,3284.828044,4
"134",-2876.356967,3324.968411,12
"135",-2870.246151,3343.472935,1
"136",-2868.557788,3256.816329,2
"137",-2868.802795,3400.047664,7
"138",-2859.966448,3231.820202,3
"139",-2860.682058,3400.098317,7
"140",-2857.382141,3289.016683,1
"141",-2849.515024,3273.465271,2
"142",-2846.723828,3242.719513,2
"143",-3031.313008,3261.160648,2
"144",-3021.077099,3368.575012,1
"145",-3007.713612,3243.39608,2
"146",-2993.495947,3226.153905,4
"147",-2971.981767,3297.638044,2
"148",-2965.66967,3292.330916,2
"149",-2914.903564,3258.723116,2
"150",-2998.9505,3350.228772,2
"151",-2946.59941,3264.043714,2
"152",-2872.203745,3314.643496,1
"153",-2871.581247,3395.560508,2
"154",-2951.926098,3330.523459,2
"155",-2917.391633,3277.119729,2
"156",-2903.488636,3365.516315,7
"157",-2875.341558,3304.040125,3
"158",-3029.764386,3426.783967,1
"159",-3021.888972,3497.605352,7
"160",-3025.280058,3550.785908,2
"161",-3013.524167,3522.723196,4
"162",-3003.775992,3594.652261,2
"163",-3002.107398,3587.260236,2
"164",-2998.757643,3558.347645,7
"165",-2979.043681,3529.882938,4
"166",-2971.836425,3453.417328,2
"167",-2971.365765,3492.712399,2
"168",-2970.089714,3555.107842,1
"169",-2969.405432,3478.899773,2
"170",-2966.73883,3573.57959,2
"171",-2956.284887,3437.937878,7
"172",-2942.557256,3600.703083,4
"173",-2938.950004,3512.590712,2
"174",-2935.265535,3538.639063,2
"175",-2935.816291,3432.160161,5
"176",-2935.961497,3460.577893,2
"177",-2926.261002,3591.635334,2
"178",-2926.774248,3468.158655,3
"179",-2924.360229,3601.857167,7
"180",-2916.580302,3549.700718,4
"181",-2916.618092,3496.365278,1
"182",-2912.495622,3563.406106,2
"183",-2911.840434,3504.088303,2
"184",-2909.967295,3554.155176,2
"185",-2897.526055,3605.658487,1
"186",-2895.100013,3443.780905,2
"187",-2891.371075,3513.218422,3
"188",-2880.573975,3453.91202,3
"189",-2863.365352,3606.889879,2
"190",-2863.897887,3589.107725,11
"191",-2860.581062,3482.862896,1
"192",-2855.042965,3499.476179,2
"193",-2850.612966,3488.081234,1
"194",-2847.810296,3443.206007,1
"195",-2844.155507,3543.188531,3
"196",-3023.704331,3565.913928,2
"197",-3009.436912,3481.503748,1
"198",-3006.523473,3472.608425,1
"199",-2997.707571,3535.112199,2
"200",-2961.155878,3510.215791,12
"201",-2859.212214,3443.744199,1
"202",-2984.872922,3600.617098,2
"203",-2963.639967,3547.11899,2
"204",-2945.028144,3583.992876,2
