"","x","y","c","z"
"1",1148.286337,-732.8182324,13,2
"2",1149.802418,-712.7057996,5,2
"3",1154.129787,-760.7023374,0,2
"4",1162.170546,-822.5099287,14,6
"5",1173.65091,-690.0584746,13,2
"6",1178.582368,-817.2706556,14,6
"7",1183.429881,-857.357307,14,6
"8",1186.797203,-715.448899,1,2
"9",1197.086393,-859.5531533,14,6
"10",1201.823201,-751.8846466,4,2
"11",1207.537977,-697.0532382,2,2
"12",1206.521114,-866.0919309,2,6
"13",1212.945162,-695.0026369,9,2
"14",1216.494114,-736.2777124,9,2
"15",1218.043251,-803.8831741,14,6
"16",1228.019757,-750.7277457,4,2
"17",1234.63408,-784.9366183,8,6
"18",1234.638787,-795.9025012,14,6
"19",1238.839228,-751.7435297,4,2
"20",1242.578447,-697.4690363,4,2
"21",1253.707047,-818.4674292,14,6
"22",1247.927361,-711.032235,5,2
"23",1250.805731,-808.3413742,14,6
"24",1251.868657,-801.7325261,14,6
"25",1254.679894,-746.4339561,13,2
"26",1258.257065,-855.3538677,14,6
"27",1259.359712,-863.4586081,0,6
"28",1262.432146,-851.9749225,14,6
"29",1259.473024,-763.9486638,4,2
"30",1266.833429,-688.0111682,0,2
"31",1328.638575,-728.2301337,0,2
"32",1329.239267,-748.546413,4,2
"33",1151.905155,-850.7225595,14,6
"34",1203.505013,-687.1369949,2,2
"35",1210.870125,-800.3036359,14,6
"36",1245.229438,-842.5300114,0,6
"37",1268.81003,-855.0149553,14,6
"38",1306.570854,-714.9869983,0,2
"39",1167.4645,-753.97457,0,2
"40",1170.953042,-754.8360165,0,2
"41",1153.875145,-719.0216761,9,2
"42",1286.735055,-772.5597867,4,2
"43",1299.556096,-774.6348737,4,2
"44",1164.490173,-858.0837805,14,6
"45",1171.140784,-841.0001523,2,6
"46",1168.798769,-861.4118234,14,6
"47",1185.200217,-829.4589009,14,6
"48",1240.218572,-791.8116556,14,6
"49",1244.241221,-812.7663075,14,6
"50",1255.999916,-804.5680209,14,6
"51",1270.651613,-765.6887284,4,2
"52",1274.389532,-732.7015027,0,2
"53",1279.103347,-766.9740391,4,2
"54",1294.056957,-735.3500109,2,2
"55",1297.984589,-720.1459633,5,2
"56",1172.694351,-822.1262738,14,6
"57",1165.785054,-591.1464822,13,2
"58",1168.042534,-514.7108429,4,2
"59",1173.272894,-494.7978612,0,2
"60",1177.341151,-589.3007748,0,2
"61",1179.825671,-636.467565,0,2
"62",1196.675523,-492.0974252,4,2
"63",1203.053869,-634.551058,4,2
"64",1204.114281,-650.9725495,4,2
"65",1206.316123,-535.9241299,5,2
"66",1209.880219,-577.1044209,5,2
"67",1209.968746,-521.0464223,0,2
"68",1211.827146,-500.1786448,0,2
"69",1220.399974,-556.4589688,0,2
"70",1219.268683,-508.6104514,4,2
"71",1221.216545,-483.3151302,3,2
"72",1228.959111,-593.6839824,0,2
"73",1234.398229,-605.2054659,5,2
"74",1235.643536,-512.4964835,0,2
"75",1244.853002,-630.3899239,0,2
"76",1245.299833,-520.671395,0,2
"77",1249.483261,-485.7287009,0,2
"78",1250.608851,-576.2040599,0,2
"79",1258.256466,-586.2841856,0,2
"80",1260.566566,-663.145103,0,2
"81",1268.735817,-500.0611335,0,2
"82",1279.755749,-545.6606426,4,2
"83",1279.734293,-536.1009774,4,2
"84",1282.52218,-588.636359,11,2
"85",1284.324636,-521.7933071,2,2
"86",1287.612593,-611.1844071,0,2
"87",1287.017018,-572.2497554,2,2
"88",1294.829705,-660.3711271,0,2
"89",1296.456746,-532.6569772,0,2
"90",1300.790933,-489.397798,13,2
"91",1308.84183,-578.8419471,8,2
"92",1307.9898,-526.0352576,3,2
"93",1312.129105,-626.3661914,0,2
"94",1311.449689,-537.3753542,0,2
"95",1313.462248,-662.5587707,0,2
"96",1313.94685,-558.8214227,5,2
"97",1322.374985,-514.2932976,0,2
"98",1332.033128,-608.9336255,0,2
"99",1335.279705,-568.8193114,0,2
"100",1164.042882,-619.6946367,0,2
"101",1166.360306,-553.8879066,0,2
"102",1210.79161,-643.7136061,2,2
"103",1227.800327,-605.1333795,0,2
"104",1273.630675,-613.9655518,13,2
"105",1297.55582,-631.079335,0,2
"106",1312.822671,-594.2077794,0,2
"107",1215.415641,-536.2848946,0,2
"108",1232.940937,-661.6245564,2,2
"109",1241.310043,-576.9901615,0,2
"110",1243.913367,-644.2108022,0,2
"111",1295.38819,-485.1558858,2,2
"112",1296.212493,-619.9516978,0,2
"113",1332.081221,-590.6360068,0,2
"114",1189.100325,-648.2887211,0,2
"115",1200.072364,-511.3979569,4,2
"116",1225.920516,-648.1699857,11,2
"117",1247.407276,-561.1831398,0,2
"118",1269.09997,-484.0433315,0,2
"119",1283.040809,-640.8793298,0,2
"120",1295.468942,-592.8486519,0,2
"121",1310.54229,-503.3547192,0,2
"122",1149.420595,-389.7557164,0,2
"123",1152.062987,-297.006017,0,2
"124",1168.302649,-421.4689442,5,2
"125",1182.946674,-397.6180721,0,2
"126",1186.534801,-440.0006131,0,2
"127",1191.875859,-391.2848144,0,2
"128",1196.06576,-389.1858379,0,2
"129",1204.687224,-445.9746512,0,2
"130",1206.907699,-376.3485399,2,2
"131",1209.833798,-408.4413743,0,2
"132",1215.948852,-316.7441689,4,2
"133",1226.104719,-332.1810591,0,2
"134",1231.319286,-360.1840852,0,2
"135",1232.863342,-424.8719506,3,2
"136",1233.482541,-445.542902,0,2
"137",1243.374435,-419.735427,0,2
"138",1248.923193,-394.807828,4,2
"139",1250.672271,-281.3473705,4,2
"140",1260.247069,-415.419013,0,2
"141",1271.3337,-453.8537257,4,2
"142",1273.094993,-286.6710058,0,2
