coord_x,coord_y,pred
1148.286337,-732.8182324,13
1149.802418,-712.7057996,10
1154.129787,-760.7023374,13
1162.170546,-822.5099287,14
1173.65091,-690.0584746,13
1178.582368,-817.2706556,14
1183.429881,-857.357307,14
1186.797203,-715.448899,7
1197.086393,-859.5531533,14
1201.823201,-751.8846466,0
1207.537977,-697.0532382,4
1206.521114,-866.0919309,4
1212.945162,-695.0026369,0
1216.494114,-736.2777124,12
1218.043251,-803.8831741,14
1228.019757,-750.7277457,0
1234.63408,-784.9366183,14
1234.638787,-795.9025012,14
1238.839228,-751.7435297,0
1242.578447,-697.4690363,0
1253.707047,-818.4674292,14
1247.927361,-711.032235,10
1250.805731,-808.3413742,14
1251.868657,-801.7325261,14
1254.679894,-746.4339561,13
1258.257065,-855.3538677,14
1259.359712,-863.4586081,14
1262.432146,-851.9749225,14
1259.473024,-763.9486638,0
1266.833429,-688.0111682,6
1328.638575,-728.2301337,8
1329.239267,-748.546413,0
1151.905155,-850.7225595,4
1203.505013,-687.1369949,4
1210.870125,-800.3036359,14
1245.229438,-842.5300114,6
1268.81003,-855.0149553,14
1306.570854,-714.9869983,7
1167.4645,-753.97457,0
1170.953042,-754.8360165,0
1153.875145,-719.0216761,10
1286.735055,-772.5597867,0
1299.556096,-774.6348737,0
1164.490173,-858.0837805,14
1171.140784,-841.0001523,4
1168.798769,-861.4118234,14
1185.200217,-829.4589009,4
1240.218572,-791.8116556,14
1244.241221,-812.7663075,14
1255.999916,-804.5680209,14
1270.651613,-765.6887284,11
1274.389532,-732.7015027,0
1279.103347,-766.9740391,11
1294.056957,-735.3500109,4
1297.984589,-720.1459633,10
1172.694351,-822.1262738,14
1165.785054,-591.1464822,13
1168.042534,-514.7108429,0
1173.272894,-494.7978612,7
1177.341151,-589.3007748,7
1179.825671,-636.467565,7
1196.675523,-492.0974252,0
1203.053869,-634.551058,0
1204.114281,-650.9725495,0
1206.316123,-535.9241299,10
1209.880219,-577.1044209,10
1209.968746,-521.0464223,6
1211.827146,-500.1786448,0
1220.399974,-556.4589688,2
1219.268683,-508.6104514,0
1221.216545,-483.3151302,2
1228.959111,-593.6839824,7
1234.398229,-605.2054659,10
1235.643536,-512.4964835,8
1244.853002,-630.3899239,5
1245.299833,-520.671395,8
1249.483261,-485.7287009,7
1250.608851,-576.2040599,9
1258.256466,-586.2841856,5
1260.566566,-663.145103,5
1268.735817,-500.0611335,9
1279.755749,-545.6606426,0
1279.734293,-536.1009774,0
1282.52218,-588.636359,5
1284.324636,-521.7933071,4
1287.612593,-611.1844071,7
1287.017018,-572.2497554,4
1294.829705,-660.3711271,5
1296.456746,-532.6569772,5
1300.790933,-489.397798,4
1308.84183,-578.8419471,4
1307.9898,-526.0352576,2
1312.129105,-626.3661914,7
1311.449689,-537.3753542,5
1313.462248,-662.5587707,5
1313.94685,-558.8214227,10
1322.374985,-514.2932976,5
1332.033128,-608.9336255,5
1335.279705,-568.8193114,6
1164.042882,-619.6946367,7
1166.360306,-553.8879066,8
1210.79161,-643.7136061,4
1227.800327,-605.1333795,10
1273.630675,-613.9655518,13
1297.55582,-631.079335,7
1312.822671,-594.2077794,7
1215.415641,-536.2848946,10
1232.940937,-661.6245564,4
1241.310043,-576.9901615,8
1243.913367,-644.2108022,6
1295.38819,-485.1558858,4
1296.212493,-619.9516978,7
1332.081221,-590.6360068,5
1189.100325,-648.2887211,6
1200.072364,-511.3979569,0
1225.920516,-648.1699857,6
1247.407276,-561.1831398,5
1269.09997,-484.0433315,2
1283.040809,-640.8793298,5
1295.468942,-592.8486519,7
1310.54229,-503.3547192,8
1149.420595,-389.7557164,7
1152.062987,-297.006017,8
1168.302649,-421.4689442,10
1182.946674,-397.6180721,7
1186.534801,-440.0006131,5
1191.875859,-391.2848144,8
1196.06576,-389.1858379,8
1204.687224,-445.9746512,7
1206.907699,-376.3485399,4
1209.833798,-408.4413743,5
1215.948852,-316.7441689,0
1226.104719,-332.1810591,8
1231.319286,-360.1840852,12
1232.863342,-424.8719506,2
1233.482541,-445.542902,6
