"","x","y","c","z"
"1",-2914.394376,-601.3705538,6,4
"2",-2908.221735,-509.3756994,6,4
"3",-2904.319377,-494.8068423,10,4
"4",-2902.348809,-540.4618874,10,4
"5",-2893.200354,-482.8964127,8,4
"6",-2891.748251,-573.9690905,1,4
"7",-2892.715006,-550.2962414,6,4
"8",-2880.58319,-554.5340403,10,4
"9",-2877.228057,-636.9088318,6,4
"10",-2877.016679,-519.8655114,9,4
"11",-2873.885104,-588.5114947,10,4
"12",-2843.206571,-612.7049285,6,4
"13",-2836.993277,-524.4678107,6,4
"14",-2836.681671,-556.8401885,10,4
"15",-2822.534396,-559.4334977,10,4
"16",-2822.934234,-479.0399551,10,4
"17",-2819.472307,-543.7240138,1,4
"18",-2817.754525,-533.3533485,1,4
"19",-2816.64078,-649.8772062,6,4
"20",-2813.920186,-464.7289357,6,4
"21",-2796.5992,-572.9192918,1,4
"22",-2790.444878,-615.0154031,6,4
"23",-2788.444458,-581.2842423,9,4
"24",-2785.513827,-530.5546854,0,4
"25",-2780.096193,-561.1207233,1,4
"26",-2775.607274,-506.7712839,6,4
"27",-2772.79567,-604.591605,6,4
"28",-2766.544422,-472.4582325,10,4
"29",-2750.186099,-472.9268164,9,4
"30",-2753.141841,-535.7286503,10,4
"31",-2751.423275,-514.4284964,10,4
"32",-2748.791562,-585.3127952,9,4
"33",-2749.214107,-497.8661583,1,4
"34",-2742.177618,-597.8343119,6,4
"35",-2853.525649,-608.9912607,6,4
"36",-2848.518406,-478.829028,6,4
"37",-2827.573682,-581.1963949,6,4
"38",-2809.437409,-501.531178,1,4
"39",-2787.423379,-472.1005933,8,4
"40",-2772.442705,-527.8544572,10,4
"41",-2907.83971,-468.6400795,14,4
"42",-2807.731392,-634.7826552,6,4
"43",-2823.605601,-602.6937824,14,4
"44",-2822.124427,-596.7148791,1,4
"45",-2924.717395,-271.6517066,1,6
"46",-2922.269229,-439.0762694,10,4
"47",-2918.08796,-363.1334249,10,4
"48",-2908.317289,-350.3124825,10,4
"49",-2908.62803,-405.2464391,10,4
"50",-2908.759783,-338.378301,10,4
"51",-2901.834198,-427.6720197,6,4
"52",-2902.381791,-327.888878,10,4
"53",-2899.273192,-286.476143,1,6
"54",-2893.405188,-270.5461087,1,6
"55",-2890.633297,-364.1177403,12,4
"56",-2889.821084,-303.5269446,10,6
"57",-2883.752434,-289.8091653,10,6
"58",-2886.690246,-402.7947018,1,4
"59",-2880.425757,-380.422987,8,4
"60",-2879.732819,-358.5508007,6,4
"61",-2873.273877,-288.5512726,14,6
"62",-2870.653349,-442.5727721,1,4
"63",-2868.727988,-370.9676608,6,4
"64",-2868.932087,-296.6033578,1,6
"65",-2866.647264,-416.184133,1,4
"66",-2853.924812,-323.9847099,9,6
"67",-2845.527687,-293.6977469,1,6
"68",-2843.972415,-409.7363882,8,4
"69",-2840.223776,-268.7374759,6,6
"70",-2840.162058,-308.7967843,8,6
"71",-2826.692517,-301.4799864,8,6
"72",-2822.329406,-282.4718918,1,6
"73",-2819.727625,-308.8662291,1,6
"74",-2822.942031,-411.7327264,6,4
"75",-2818.709101,-352.4021143,1,6
"76",-2807.08989,-437.9819991,0,4
"77",-2802.851881,-334.1524506,6,6
"78",-2801.999783,-321.1950193,6,6
"79",-2789.287815,-357.6425393,6,6
"80",-2786.650237,-393.4338134,0,6
"81",-2776.41122,-380.7923325,1,6
"82",-2775.937672,-364.2649512,6,6
"83",-2767.252359,-324.4240652,9,6
"84",-2764.884114,-273.324861,1,6
"85",-2756.526698,-391.5049046,1,6
"86",-2753.224907,-366.0725267,8,6
"87",-2758.640474,-433.0838891,6,6
"88",-2746.145061,-326.7553392,1,6
"89",-2913.957558,-398.4697136,8,4
"90",-2909.146809,-265.6549089,1,6
"91",-2845.10179,-319.9359309,1,6
"92",-2840.750951,-423.0442641,1,4
"93",-2814.424906,-293.4580282,10,6
"94",-2808.091789,-372.5131624,1,6
"95",-2802.44452,-274.9172221,6,6
"96",-2774.668738,-272.7432044,1,6
"97",-2910.075356,-329.5024977,10,4
"98",-2861.97201,-351.0377682,1,4
"99",-2835.752265,-356.3429395,8,6
"100",-2808.032754,-428.6645831,8,4
"101",-2791.277893,-280.5467374,6,6
"102",-2772.539984,-335.4167518,1,6
"103",-2753.078568,-407.0564425,1,6
"104",-2814.714196,-433.8327809,1,4
"105",-2787.758678,-305.592188,12,6
"106",-2908.772713,-285.3103417,1,6
"107",-2742.74208,-280.5323012,1,6
"108",-2920.617445,-218.0843533,6,6
"109",-2911.600855,-160.5633874,9,6
"110",-2911.430139,-78.55805436,1,6
"111",-2907.919384,-141.8013725,6,6
"112",-2903.061624,-187.8036368,8,6
"113",-2892.674489,-247.8672138,1,6
"114",-2892.031572,-128.9825777,3,6
"115",-2884.915264,-200.9232911,0,6
"116",-2885.233553,-70.59420026,0,6
"117",-2881.753614,-224.1288218,1,6
"118",-2876.879949,-247.436869,1,6
"119",-2876.77163,-152.8968471,1,6
"120",-2875.381939,-172.1981299,1,6
"121",-2865.012823,-218.6242424,13,6
"122",-2865.067326,-76.08506075,1,6
"123",-2862.555999,-92.68415121,1,6
"124",-2849.78335,-206.7125739,10,6
"125",-2836.887408,-82.34979999,6,6
"126",-2824.876217,-167.4074786,6,6
"127",-2822.897643,-238.1025662,1,6
"128",-2816.292542,-200.2188792,1,6
"129",-2811.895649,-105.5166178,6,6
"130",-2800.237143,-207.8175021,10,6
"131",-2798.864718,-106.3823327,1,6
"132",-2791.801641,-210.1116206,6,6
"133",-2786.165356,-194.4333484,1,6
"134",-2790.3299,-157.3624909,1,6
"135",-2786.715243,-240.6750584,1,6
"136",-2786.697125,-167.6844017,1,6
"137",-2783.034172,-106.077426,1,6
"138",-2767.356135,-179.4719719,1,6
"139",-2764.547072,-119.2331573,6,6
"140",-2760.425095,-219.5727792,1,6
"141",-2760.808074,-100.0060836,10,6
"142",-2761.121028,-129.2198275,6,6
"143",-2748.439626,-153.9811724,1,6
"144",-2749.878067,-82.98187711,1,6
"145",-2740.073248,-127.1081883,1,6
"146",-2740.549019,-213.3156987,12,2
"147",-2741.746638,-100.1610822,1,6
"148",-2919.409917,-180.2559743,1,6
"149",-2890.897803,-118.7147651,8,6
"150",-2890.39965,-143.1661967,1,6
"151",-2872.917955,-194.4384152,10,6
"152",-2860.766886,-140.5184316,1,6
"153",-2852.3404,-151.51905,1,6
"154",-2846.015699,-160.604803,9,6
"155",-2839.633232,-68.03960188,6,6
"156",-2919.385306,-116.2320644,1,6
"157",-2777.058316,-138.6985298,1,6
"158",-2772.029234,-103.9682573,1,6
"159",-2770.729798,-136.0143107,10,6
"160",-2906.771588,-74.6951623,1,6
"161",-2765.09068,-205.4216296,10,6
"162",-2886.478892,-228.8761859,1,6
"163",-2922.03696,69.96451795,1,6
"164",-2920.211536,-49.94030216,1,6
"165",-2919.250592,53.38197494,10,6
"166",-2913.866837,117.8772171,6,6
"167",-2912.022311,-13.52002842,1,6
"168",-2908.862968,102.948334,9,6
"169",-2908.07214,28.00508464,1,6
"170",-2903.118082,133.0393866,0,6
"171",-2900.194855,3.951144205,1,6
"172",-2894.339626,53.06680076,13,6
"173",-2892.961567,19.0931999,1,6
"174",-2875.798513,127.2154476,1,6
"175",-2876.308697,7.515830414,1,6
"176",-2866.375367,63.62345849,1,6
"177",-2870.922176,-34.84609162,1,6
"178",-2856.408681,79.62667271,14,6
"179",-2847.907687,69.71072669,5,6
"180",-2844.272815,98.9322832,1,6
"181",-2843.692842,-0.022376994,1,6
"182",-2837.208288,-24.10800719,1,6
"183",-2827.169038,29.85203791,1,6
"184",-2822.552615,76.42559345,1,6
"185",-2814.024947,94.98475919,1,6
"186",-2810.300964,-8.041784589,1,6
"187",-2806.113618,120.4653617,13,6
"188",-2791.678276,73.84398014,1,6
"189",-2788.973497,-3.069373813,1,6
"190",-2787.860358,-32.91735276,6,6
"191",-2776.320033,49.13141189,1,6
"192",-2775.0857,105.4871886,1,6
"193",-2771.073981,-27.75697314,1,6
"194",-2768.121701,52.62461104,5,0
"195",-2762.700961,87.13378547,1,6
"196",-2759.962076,126.1175731,3,6
"197",-2749.652456,137.2017373,8,6
"198",-2748.273897,7.645853624,3,6
"199",-2741.972187,-35.7744537,1,6
"200",-2740.101234,-16.32205563,10,6
"201",-2741.639107,-23.21570256,0,6
"202",-2891.234923,128.3775668,0,6
"203",-2858.026874,-26.24619554,1,6
"204",-2857.151437,13.21211148,1,6
"205",-2839.11337,72.27984908,1,6
"206",-2792.988116,117.0811496,1,6
"207",-2787.057378,30.0958402,1,6
"208",-2922.058624,92.85562509,1,6
"209",-2836.066576,56.81713779,5,0
