coord_x,coord_y,pred
1313.511887,2162.459959,12
1321.787911,2288.708578,1
1333.694106,2116.464893,1
1339.956433,2200.067589,1
1340.563484,2251.463695,5
1343.405047,2208.092067,5
1344.99383,2176.547045,5
1352.892055,2118.812648,5
1351.824798,2217.788537,5
1355.924703,2124.583619,5
1360.012164,2220.05056,5
1362.259078,2237.717412,1
1364.61037,2289.791365,1
1365.226986,2274.42685,3
1371.880381,2130.549639,12
1373.256999,2215.899767,3
1378.725252,2250.371336,12
1382.816146,2223.720805,5
1385.29024,2137.57621,12
1399.83812,2231.6481,3
1407.365958,2145.548961,1
1418.215447,2148.232338,1
1418.827324,2240.684957,9
1440.790206,2238.718713,9
1441.441026,2192.388149,1
1459.848152,2274.36341,3
1489.444413,2274.084242,3
1392.229234,2192.358007,3
1403.037383,2261.616823,3
1472.724931,2163.074195,1
1475.396954,2238.324965,5
1483.514898,2296.316947,7
1314.113873,2145.316686,1
1323.813852,2260.164264,3
1323.999034,2190.797592,1
1324.931855,2184.322659,1
1403.490996,2205.665778,11
1441.264708,2220.045807,9
1483.443283,2234.132836,5
1340.340613,2114.367569,1
1395.816159,2282.443659,1
1398.187304,2142.483169,1
1319.387537,2155.960684,12
1324.865309,2138.207089,1
1359.017079,2127.75029,5
1427.193467,2161.925709,1
1484.412933,2175.139891,1
1490.929221,2183.44498,1
1496.971312,2285.519452,11
1315.145685,2345.629669,3
1329.263738,2444.387748,7
1332.677933,2422.810927,5
1341.645074,2428.269872,3
1354.622828,2314.716955,3
1358.661497,2452.151796,7
1360.439123,2469.857921,1
1369.784993,2480.665545,5
1381.102247,2431.678995,5
1386.044826,2489.910822,5
1391.244556,2359.819904,1
1388.767093,2430.513725,5
1397.557356,2460.805088,7
1405.093262,2397.488602,5
1405.70575,2449.530626,7
1406.820064,2326.694964,7
1407.74403,2479.543015,1
1418.065699,2405.117721,3
1415.954887,2487.864184,5
1422.640592,2452.709508,9
1421.662476,2495.490354,7
1432.661553,2327.834766,1
1432.342496,2414.231853,12
1439.921663,2353.428562,11
1441.37762,2426.518923,5
1447.519194,2404.01688,12
1447.646989,2415.501996,12
1456.485277,2432.204168,3
1459.064805,2422.026645,11
1462.485013,2361.358082,7
1463.447476,2334.000009,1
1467.769743,2377.316637,3
1475.160842,2401.871418,2
1477.252882,2458.822711,3
1476.91592,2320.784273,3
1486.46104,2450.860934,1
1497.354382,2425.355223,9
1336.611436,2398.898614,3
1341.546105,2335.868759,3
1343.411632,2376.214044,3
1381.117483,2387.251652,1
1434.955951,2361.370016,5
1436.112541,2481.497347,7
1488.791114,2334.485324,3
1317.939735,2418.786849,1
1323.754675,2352.718595,3
1327.577925,2368.768976,1
1360.320894,2391.951535,7
1358.733426,2432.136227,3
1365.448908,2331.609999,9
1420.501224,2325.772198,1
1439.149495,2406.940393,12
1455.006749,2458.939274,3
1384.74883,2407.618635,9
1439.044075,2490.916909,1
1486.803933,2437.289515,7
1358.052356,2367.886311,3
1402.401095,2378.246224,7
1410.898633,2423.831422,3
1444.150325,2385.392186,7
1483.396101,2479.481377,3
1488.620914,2378.962262,3
1321.563111,2620.113217,9
1322.385617,2648.806847,7
1334.4607,2634.498726,1
1337.362287,2572.848905,7
1341.384494,2630.742993,1
1340.156209,2663.348998,1
1345.011864,2606.799334,5
1355.02271,2663.331259,3
1354.249164,2579.498409,3
1363.06397,2690.477182,3
1363.307106,2619.828987,1
1367.623722,2543.903818,5
1369.420626,2558.382857,7
1375.724117,2544.260826,5
1382.522259,2694.848531,5
1391.491675,2677.800417,2
1397.335708,2534.034394,5
1398.344267,2689.743353,3
1403.666794,2610.385327,7
1417.906047,2547.819761,7
1419.903883,2674.250739,3
1425.692159,2648.309335,3
1424.839027,2585.097484,7
1433.605446,2568.483126,1
1438.147722,2618.156366,5
1440.809461,2680.203122,2
1445.630089,2563.538985,1
1447.143245,2657.306579,3
1459.872392,2646.392145,2
1467.452004,2693.284277,1
1467.900253,2550.463816,5
1469.283796,2670.866045,3
1476.140721,2661.193204,3
1479.7882,2568.069119,5
1483.56566,2599.504899,11
1492.079694,2551.722978,7
1494.461,2678.646715,2
1403.840043,2599.158586,3
1424.665957,2638.522519,3
1430.280694,2540.1184,7
1449.490026,2674.324718,9
1456.993566,2583.006442,3
1312.625274,2693.460543,3
1361.165489,2580.99888,1
1459.147455,2691.542584,1
1322.37608,2535.004901,7
1372.244941,2608.829472,3
1457.136684,2519.25211,1
1490.458958,2589.512331,3
1336.536304,2549.511286,7
1368.855871,2584.564486,3
1369.861484,2518.16266,7
1373.699482,2537.805366,5
1375.225281,2632.892392,3
1453.379548,2632.154601,7
1334.697799,2529.820474,7
1318.748267,2807.927136,9
1328.332607,2857.301558,3
1331.447953,2747.206775,9
1331.2443,2876.339994,2
1333.259473,2890.115495,9
1334.238888,2899.301906,9
1338.836826,2771.257827,3
1344.680377,2831.747603,7
1350.506071,2887.543823,5
1357.629701,2830.03454,5
1359.013265,2820.084002,5
1356.321585,2761.011433,1
1360.787371,2769.895707,1
1357.533137,2787.248195,3
1358.522853,2719.055648,12
1362.757637,2729.164773,12
1367.543171,2802.602264,9
1372.494744,2792.070227,9
1371.663882,2885.998894,1
1387.315547,2831.954794,7
1404.033995,2761.14151,3
1403.243473,2800.051968,1
1417.037055,2897.373072,7
1420.463407,2809.139533,3
1424.224573,2830.442094,4
1425.994065,2857.213992,5
1428.511299,2740.271444,9
1431.863938,2774.779856,3
1448.730913,2768.46235,3
1446.603528,2805.253325,7
1458.60786,2861.518099,4
1459.174956,2896.520782,9
1469.644481,2892.788358,2
1472.803934,2737.03655,5
1472.58018,2778.371838,3
1471.44321,2717.098697,3
1481.765677,2850.874026,9
1484.902354,2830.310032,1
1486.367352,2881.841361,1
1491.80565,2893.572028,3
1495.713288,2726.782784,10
1495.585156,2819.068925,2
1318.736116,2750.569394,5
1338.97325,2813.50932,1
1378.884443,2869.589992,1
1408.45768,2812.135487,1
1430.914096,2878.05312,3
1452.160175,2839.987833,3
1473.814569,2873.215721,1
1311.022271,2827.800252,3
1331.620831,2712.710353,9
1340.915519,2716.375715,9
1386.356816,2824.979062,7
1392.610706,2884.298989,9
1476.856783,2805.23105,3
1460.524432,2744.370169,3
1380.24664,2808.621965,5
1387.258942,2725.425999,3
1405.804145,2719.779378,3
1430.819618,2732.910254,9
1434.354447,2894.714768,9
1439.90682,2862.248902,7
1445.90814,2781.21947,3
1318.070597,3009.648562,3
1318.716998,2969.0735,3
1320.340027,3035.383914,2
1325.438486,3038.333504,2
1333.75269,3086.364387,4
1343.719035,2912.614545,11
1350.034027,3037.36069,0
1357.723959,2949.669416,2
1361.446405,3051.90336,4
1365.207462,3017.334151,11
1377.418009,2971.615156,10
1379.427469,2934.140655,12
1381.894908,3027.415444,8
1387.609486,3077.698054,4
1389.229029,3065.170123,7
1400.85108,2942.858463,1
1401.71811,2977.614185,3
1403.984666,3092.518991,8
1413.388873,3070.743092,4
1416.190842,3052.162108,2
1417.220287,3009.01784,2
1423.179544,2998.819012,14
1433.309135,3002.845438,14
1439.194388,3009.010568,5
1438.669134,3060.568019,3
1439.485112,2959.639383,1
1437.22727,3091.806709,2
1446.610519,3001.265719,14
1449.82306,3086.677072,1
1453.268426,2975.503269,4
1454.778001,2942.597641,8
1459.336582,3006.898878,5
1457.321464,3050.089847,1
1463.733712,2971.902401,4
1464.671625,2918.374501,9
1462.636894,3071.46683,7
1464.494841,3055.174681,1
1468.519947,3024.286086,4
1471.347646,3021.652787,4
1480.143869,2951.053052,3
1479.4403,3050.051839,2
1485.57344,3093.934686,2
1489.081208,2969.667531,11
1326.30177,2991.773351,3
1341.030033,3027.657421,5
1386.407316,2984.680557,0
1478.419877,3004.981551,4
1495.28813,3031.9252,2
1342.035029,2981.870378,3
1341.419678,2946.381329,9
1363.605549,2965.926613,11
1482.03553,2936.63094,1
1322.87533,3046.820446,9
1358.393097,3075.843604,0
1415.168833,2972.314175,5
1446.881023,3025.727287,7
1315.840037,2989.468373,5
1326.738731,2925.436798,3
1345.284276,3047.468919,2
1361.967,3004.567369,10
1407.806185,3067.822198,4
1447.703345,2928.612494,8
1397.158747,3027.11149,2
1403.695839,3003.758699,0
1309.597336,3157.077371,3
1319.558652,3158.10302,3
1326.099995,3210.882112,4
1326.159362,3177.04335,5
1329.320423,3130.73488,3
1328.913089,3223.90618,5
1325.582562,3200.631337,3
1342.248896,3232.422648,1
1344.810349,3242.729699,11
1347.797394,3156.68494,3
1359.548199,3198.899616,3
1358.048039,3252.980948,3
1358.787967,3207.863076,9
1358.600111,3282.171039,1
1357.385557,3166.960311,8
1361.295777,3240.857065,2
1363.047202,3276.402194,1
1381.126738,3266.582041,2
1380.511754,3170.006175,0
1382.898069,3192.907942,5
1387.594334,3149.213021,0
1391.756381,3294.935952,3
1397.093725,3202.567945,7
1397.833287,3120.204302,0
1404.543458,3156.198883,0
1409.316584,3222.863387,3
1409.623733,3177.998976,0
1419.248027,3117.881033,5
1428.638071,3114.309885,0
1429.31092,3192.158709,3
1436.404411,3270.650181,5
1439.370943,3219.438664,11
1442.098194,3291.121742,5
1444.54767,3134.473866,0
1449.104008,3220.282609,12
1449.683059,3270.74273,3
1453.678233,3235.50246,3
1456.573498,3268.87351,0
1453.684698,3167.596975,7
1458.468782,3134.592419,3
1462.844416,3264.780588,0
1480.302428,3261.012073,0
1491.765675,3233.032812,3
1356.313821,3267.723671,12
1371.023031,3297.826317,5
1418.0883,3254.631809,5
1449.379083,3288.524955,1
1467.958949,3158.727912,3
1351.460512,3196.389896,3
1373.041339,3204.606984,5
1379.568785,3203.108268,5
1397.661903,3253.514098,0
1429.752769,3174.518393,9
1461.619908,3238.986265,1
1482.362625,3277.251615,1
1486.61868,3282.89459,1
1488.882218,3258.02796,1
1313.34366,3136.680433,0
1336.933318,3263.068667,5
1368.138951,3176.220743,0
1436.644106,3231.72573,11
1378.951092,3259.026066,2
1389.745749,3168.229225,0
1433.344937,3205.754576,7
1315.230894,3440.71394,3
1320.0782,3323.974561,5
1324.527034,3331.395199,5
1331.909929,3354.827641,1
1344.016385,3319.533191,4
1340.298508,3421.61599,7
1355.793604,3371.935741,8
1373.917219,3437.767846,1
1377.035433,3489.101975,0
1379.301384,3416.972116,0
1379.82091,3368.27687,3
1383.476505,3470.569083,0
1382.857234,3349.044172,0
1385.994722,3336.588927,1
1390.632982,3452.940055,2
1401.356186,3439.331293,11
1402.617716,3411.434081,5
1409.533485,3358.08869,11
1421.642077,3334.256247,0
1423.003352,3364.438007,0
1425.562903,3420.364316,0
1430.003303,3449.219545,1
1434.626324,3357.500408,0
1439.804998,3347.30544,3
1442.899162,3448.209352,3
1454.633952,3463.23907,0
1459.821323,3487.983893,0
1467.871489,3436.704389,0
1473.082101,3408.071314,11
1480.496699,3435.461102,1
1486.480257,3380.159648,0
1490.983798,3343.608088,0
1494.411778,3438.032365,5
1347.918687,3366.050004,0
1367.243762,3474.977084,9
1371.233591,3370.3755,5
1398.395265,3325.89997,0
1421.469882,3401.882558,3
1416.755596,3469.273644,0
1449.372504,3424.140154,2
1463.36256,3408.416832,0
1361.435111,3428.177032,0
1440.274224,3493.46246,0
1454.298673,3336.701207,2
1474.006397,3444.188257,0
1490.53707,3391.638662,0
1377.609183,3450.722658,1
1336.550154,3355.707418,1
1347.193018,3336.311916,0
1351.074645,3445.164187,0
1355.113267,3359.566592,3
1414.716773,3435.654284,0
1421.815657,3452.923822,1
1437.996771,3324.287804,0
1443.321156,3319.819564,0
1473.788115,3416.258924,11
1476.50845,3352.900995,0
1323.411277,3675.015581,9
1328.458323,3651.23841,3
1331.755977,3674.36933,0
1333.900239,3561.489223,12
1336.968024,3597.932312,4
1348.617736,3585.63561,0
1352.694878,3661.823131,0
1356.585349,3643.705498,0
1377.719317,3657.746853,5
1380.945571,3610.971861,1
1384.418059,3682.572085,0
1388.16075,3675.517614,3
1396.401922,3521.563052,0
1400.386771,3536.151046,0
1401.6809,3636.578287,0
1414.468912,3615.287704,11
1410.929688,3553.962198,5
1411.918425,3638.346576,0
1418.948429,3549.933204,5
1422.607417,3567.620542,1
1424.720303,3614.497927,11
1423.58135,3521.14627,0
1431.638705,3542.774934,5
1430.629256,3635.178008,0
1433.179967,3604.076889,1
1444.458054,3645.077401,0
1459.540813,3567.124097,5
1469.906045,3639.521392,0
1474.921828,3677.336206,0
1476.817433,3699.811906,12
1475.475211,3520.425637,0
1480.375206,3657.40461,0
1492.698841,3555.301504,0
1324.815366,3697.990815,3
1327.257027,3571.822031,5
1340.624525,3688.830552,3
1369.514719,3682.114901,0
1383.799137,3572.629154,3
1386.658018,3563.509739,3
1391.190817,3644.370956,0
1444.714526,3694.657199,0
1449.259286,3666.617214,0
1454.895659,3659.090796,0
1339.453638,3574.259752,3
1362.2501,3578.149154,0
1376.285688,3686.373768,0
1391.164451,3689.828824,0
1426.915525,3659.863004,0
1450.067067,3561.238215,3
1471.980745,3574.656973,12
1471.968758,3555.441278,8
1471.393928,3534.742151,0
1485.432218,3641.908566,0
1390.386066,3532.717,0
1313.35927,3677.829258,0
1331.814192,3611.236332,0
1351.561937,3648.957403,0
1364.16361,3597.325942,0
1371.267498,3588.775426,0
1385.072066,3631.30843,0
1421.211576,3697.267532,2
1432.982197,3524.832665,0
1448.677263,3601.23026,0
1446.577179,3582.053832,3
1471.772063,3588.34263,11
1487.789882,3568.374478,0
1495.980821,3676.117715,0
1321.526386,3718.303557,5
1333.329525,3847.274642,11
1332.145529,3748.185156,0
1334.570655,3828.197908,0
1333.453247,3868.654621,0
1339.919616,3820.532409,0
1341.209571,3720.960978,3
1348.571232,3799.55928,0
1354.452569,3828.612658,0
1355.135712,3761.724463,3
1361.507709,3780.684878,0
1370.937546,3815.796628,0
1370.056395,3748.594672,7
1371.099102,3798.104672,0
1373.86469,3845.882516,5
1381.583352,3727.209123,0
1389.758115,3867.110781,5
1397.45831,3818.110104,0
1404.562649,3785.87197,0
1407.83078,3770.99333,0
1412.678733,3758.296528,0
1422.572392,3716.11343,7
1416.795033,3728.042092,7
1426.843197,3867.525131,0
1433.200415,3820.313071,0
1432.308888,3892.713909,0
1440.55901,3722.319938,0
1439.65912,3750.855076,3
1443.48053,3870.882532,1
1447.645005,3882.052975,1
1453.549951,3791.165903,3
1456.554496,3780.794432,5
1464.955885,3840.634035,0
1472.407439,3766.485149,0
1471.375161,3792.283733,0
1473.342644,3742.062044,0
1472.167743,3866.619061,0
1475.794132,3786.161864,0
1483.737873,3782.874698,0
1486.886513,3824.61996,0
1496.048028,3826.894694,1
1314.823988,3874.352086,3
1381.004677,3849.031726,5
1392.095102,3753.099021,4
1443.649349,3827.105628,0
1459.806214,3760.062387,0
1476.311507,3760.25412,0
1475.606408,3892.659526,3
1484.514056,3734.12778,7
1487.156922,3715.88853,0
1364.487724,3713.209285,0
1379.102414,3802.585912,0
1388.334658,3889.060652,0
1394.931512,3802.772502,0
1397.539209,3888.817149,3
1438.998138,3851.251254,3
1491.843777,3779.667801,1
1356.570693,3741.856503,1
1372.252817,3732.640128,11
1396.162543,3831.645232,0
1317.536905,3838.121449,5
1375.65504,3716.936973,0
1395.941773,3847.706257,0
1406.184158,3815.921144,0
1419.121481,3778.872387,0
1430.405593,3821.575329,0
1480.437545,3712.511651,0
1514.631124,3722.280042,0
1514.882122,3772.95435,0
1519.169168,3853.669848,7
1525.795318,3868.364341,7
1532.849627,3744.18269,0
1540.889622,3822.483163,0
1548.676111,3875.98364,7
1548.948585,3849.469445,5
1550.810873,3732.799894,0
1562.950369,3884.689031,1
1568.988858,3771.327082,5
1574.189612,3863.059627,7
1577.691133,3775.833084,11
1577.707872,3764.543011,3
1584.282105,3877.454344,3
1585.780463,3732.800589,5
1598.862766,3799.847147,9
1608.429771,3833.864612,9
1615.548503,3762.544501,9
1625.626061,3837.532265,3
1630.362957,3879.982707,9
1633.671159,3814.475128,9
1634.027267,3863.103386,9
1634.336608,3803.248845,5
