Unnamed: 0,X,Y,mclust
1148x-733,1148.286337,-732.8182324,9
1150x-713,1149.802418,-712.7057996,8
1154x-761,1154.129787,-760.7023374,5
1162x-823,1162.170546,-822.5099287,2
1174x-690,1173.65091,-690.0584746,9
1179x-817,1178.582368,-817.2706556,2
1183x-857,1183.429881,-857.357307,2
1187x-715,1186.797203,-715.448899,5
1197x-860,1197.086393,-859.5531533,2
1202x-752,1201.823201,-751.8846466,9
1208x-697,1207.537977,-697.0532382,9
1207x-866,1206.521114,-866.0919309,2
1213x-695,1212.945162,-695.0026369,9
1216x-736,1216.494114,-736.2777124,9
1218x-804,1218.043251,-803.8831741,2
1228x-751,1228.019757,-750.7277457,9
1235x-785,1234.63408,-784.9366183,2
1235x-796,1234.638787,-795.9025012,2
1239x-752,1238.839228,-751.7435297,9
1243x-697,1242.578447,-697.4690363,9
1254x-818,1253.707047,-818.4674292,2
1248x-711,1247.927361,-711.032235,8
1251x-808,1250.805731,-808.3413742,2
1252x-802,1251.868657,-801.7325261,2
1255x-746,1254.679894,-746.4339561,9
1258x-855,1258.257065,-855.3538677,2
1259x-863,1259.359712,-863.4586081,2
1262x-852,1262.432146,-851.9749225,2
1259x-764,1259.473024,-763.9486638,2
1267x-688,1266.833429,-688.0111682,4
1329x-728,1328.638575,-728.2301337,9
1329x-749,1329.239267,-748.546413,9
1152x-851,1151.905155,-850.7225595,2
1204x-687,1203.505013,-687.1369949,13
1211x-800,1210.870125,-800.3036359,2
1245x-843,1245.229438,-842.5300114,2
1269x-855,1268.81003,-855.0149553,2
1307x-715,1306.570854,-714.9869983,9
1167x-754,1167.4645,-753.97457,9
1171x-755,1170.953042,-754.8360165,9
1154x-719,1153.875145,-719.0216761,5
1287x-773,1286.735055,-772.5597867,2
1300x-775,1299.556096,-774.6348737,9
1164x-858,1164.490173,-858.0837805,2
1171x-841,1171.140784,-841.0001523,2
1169x-861,1168.798769,-861.4118234,2
1185x-829,1185.200217,-829.4589009,2
1240x-792,1240.218572,-791.8116556,2
1244x-813,1244.241221,-812.7663075,2
1256x-805,1255.999916,-804.5680209,2
1271x-766,1270.651613,-765.6887284,2
1274x-733,1274.389532,-732.7015027,9
1279x-767,1279.103347,-766.9740391,9
1294x-735,1294.056957,-735.3500109,9
1298x-720,1297.984589,-720.1459633,8
1173x-822,1172.694351,-822.1262738,2
1166x-591,1165.785054,-591.1464822,4
1168x-515,1168.042534,-514.7108429,4
1173x-495,1173.272894,-494.7978612,9
1177x-589,1177.341151,-589.3007748,5
1180x-636,1179.825671,-636.467565,9
1197x-492,1196.675523,-492.0974252,4
1203x-635,1203.053869,-634.551058,4
1204x-651,1204.114281,-650.9725495,4
1206x-536,1206.316123,-535.9241299,8
1210x-577,1209.880219,-577.1044209,8
1210x-521,1209.968746,-521.0464223,4
1212x-500,1211.827146,-500.1786448,4
1220x-556,1220.399974,-556.4589688,4
1219x-509,1219.268683,-508.6104514,4
1221x-483,1221.216545,-483.3151302,4
1229x-594,1228.959111,-593.6839824,5
1234x-605,1234.398229,-605.2054659,8
1236x-512,1235.643536,-512.4964835,4
1245x-630,1244.853002,-630.3899239,5
1245x-521,1245.299833,-520.671395,4
1249x-486,1249.483261,-485.7287009,4
1251x-576,1250.608851,-576.2040599,4
1258x-586,1258.256466,-586.2841856,4
1261x-663,1260.566566,-663.145103,4
1269x-500,1268.735817,-500.0611335,4
1280x-546,1279.755749,-545.6606426,4
1280x-536,1279.734293,-536.1009774,4
1283x-589,1282.52218,-588.636359,4
1284x-522,1284.324636,-521.7933071,13
1288x-611,1287.612593,-611.1844071,4
1287x-572,1287.017018,-572.2497554,13
1295x-660,1294.829705,-660.3711271,4
1296x-533,1296.456746,-532.6569772,4
1301x-489,1300.790933,-489.397798,9
1309x-579,1308.84183,-578.8419471,4
1308x-526,1307.9898,-526.0352576,4
1312x-626,1312.129105,-626.3661914,4
1311x-537,1311.449689,-537.3753542,4
1313x-663,1313.462248,-662.5587707,4
1314x-559,1313.94685,-558.8214227,8
1322x-514,1322.374985,-514.2932976,4
1332x-609,1332.033128,-608.9336255,4
1335x-569,1335.279705,-568.8193114,4
1164x-620,1164.042882,-619.6946367,5
1166x-554,1166.360306,-553.8879066,5
1211x-644,1210.79161,-643.7136061,13
1228x-605,1227.800327,-605.1333795,5
1274x-614,1273.630675,-613.9655518,4
1298x-631,1297.55582,-631.079335,4
1313x-594,1312.822671,-594.2077794,14
1215x-536,1215.415641,-536.2848946,4
1233x-662,1232.940937,-661.6245564,13
1241x-577,1241.310043,-576.9901615,4
1244x-644,1243.913367,-644.2108022,4
1295x-485,1295.38819,-485.1558858,13
1296x-620,1296.212493,-619.9516978,4
1332x-591,1332.081221,-590.6360068,4
1189x-648,1189.100325,-648.2887211,9
1200x-511,1200.072364,-511.3979569,4
1226x-648,1225.920516,-648.1699857,9
1247x-561,1247.407276,-561.1831398,4
1269x-484,1269.09997,-484.0433315,4
1283x-641,1283.040809,-640.8793298,4
1295x-593,1295.468942,-592.8486519,4
1311x-503,1310.54229,-503.3547192,5
1149x-390,1149.420595,-389.7557164,4
1152x-297,1152.062987,-297.006017,4
1168x-421,1168.302649,-421.4689442,8
1183x-398,1182.946674,-397.6180721,4
1187x-440,1186.534801,-440.0006131,4
1192x-391,1191.875859,-391.2848144,4
1196x-389,1196.06576,-389.1858379,4
1205x-446,1204.687224,-445.9746512,4
1207x-376,1206.907699,-376.3485399,13
