Unnamed: 0,cell_class
-3749x-3749,Astrocyte
-3746x-3742,Inhibitory
-3743x-3791,Inhibitory
-3738x-3773,Inhibitory
-3736x-3896,Pericytes
-3725x-3899,Pericytes
-3720x-3785,Endothelial 1
-3717x-3761,Excitatory
-3716x-3805,Astrocyte
-3715x-3897,Pericytes
-3713x-3847,OD Immature 1
-3712x-3717,Astrocyte
-3712x-3904,Pericytes
-3706x-3899,Pericytes
-3703x-3905,Pericytes
-3701x-3749,Astrocyte
-3703x-3867,Astrocyte
-3694x-3754,Astrocyte
-3687x-3868,Astrocyte
-3682x-3797,Inhibitory
-3678x-3901,Pericytes
-3680x-3763,OD Immature 2
-3677x-3869,Astrocyte
-3671x-3817,Inhibitory
-3668x-3874,Astrocyte
-3665x-3738,Excitatory
-3651x-3871,Astrocyte
-3647x-3724,Excitatory
-3645x-3868,Astrocyte
-3647x-3775,OD Immature 1
-3646x-3759,Astrocyte
-3635x-3818,Microglia
-3631x-3721,Excitatory
-3624x-3777,Excitatory
-3614x-3862,Astrocyte
-3609x-3743,Endothelial 1
-3605x-3728,Excitatory
-3603x-3772,Inhibitory
-3600x-3789,Excitatory
-3599x-3762,Astrocyte
-3595x-3835,Inhibitory
-3589x-3857,Inhibitory
-3584x-3817,Excitatory
-3584x-3808,OD Immature 1
-3580x-3851,Excitatory
-3579x-3786,Inhibitory
-3578x-3736,Endothelial 1
-3578x-3754,Inhibitory
-3573x-3873,Inhibitory
-3567x-3896,Astrocyte
-3566x-3718,Astrocyte
-3564x-3826,OD Mature 2
-3566x-3801,Excitatory
-3742x-3830,Astrocyte
-3656x-3875,Astrocyte
-3647x-3790,Excitatory
-3638x-3736,Inhibitory
-3617x-3749,Inhibitory
-3571x-3842,Excitatory
-3750x-3889,Pericytes
-3730x-3865,Astrocyte
-3723x-3782,Endothelial 1
-3612x-3778,Inhibitory
-3659x-3850,OD Mature 2
-3649x-3717,Inhibitory
-3623x-3805,Excitatory
-3571x-3743,Excitatory
-3735x-3889,Pericytes
-3696x-3868,Astrocyte
-3594x-3885,Astrocyte
-3584x-3772,Inhibitory
-3586x-3876,Inhibitory
-3737x-3593,Endothelial 1
-3735x-3650,Inhibitory
-3730x-3631,Inhibitory
-3729x-3667,Excitatory
-3715x-3536,Excitatory
-3709x-3599,Excitatory
-3699x-3676,Inhibitory
-3689x-3554,Astrocyte
-3686x-3603,Inhibitory
-3674x-3523,Excitatory
-3660x-3530,Astrocyte
-3658x-3658,Excitatory
-3658x-3680,Excitatory
-3659x-3696,Excitatory
-3647x-3562,Excitatory
-3643x-3520,Microglia
-3637x-3628,Excitatory
-3636x-3694,Endothelial 1
-3632x-3653,OD Immature 1
-3630x-3569,Excitatory
-3625x-3671,Excitatory
-3617x-3618,Inhibitory
-3612x-3558,Inhibitory
-3606x-3610,Astrocyte
-3602x-3678,Astrocyte
-3592x-3580,Astrocyte
-3593x-3671,Inhibitory
-3587x-3589,Astrocyte
-3578x-3659,Inhibitory
-3560x-3643,Astrocyte
-3717x-3687,Inhibitory
-3717x-3634,Astrocyte
-3708x-3561,Inhibitory
-3697x-3656,Inhibitory
-3691x-3526,Inhibitory
-3682x-3624,Excitatory
-3670x-3678,Inhibitory
-3661x-3582,Excitatory
-3618x-3549,Excitatory
-3582x-3536,Excitatory
-3573x-3616,Excitatory
-3564x-3524,Endothelial 1
-3740x-3598,Inhibitory
-3727x-3637,Inhibitory
-3690x-3614,Astrocyte
-3625x-3589,Excitatory
-3682x-3577,Inhibitory
-3598x-3700,Astrocyte
-3684x-3636,Excitatory
-3628x-3609,Excitatory
-3626x-3619,Inhibitory
-3611x-3677,Inhibitory
-3606x-3599,Excitatory
-3568x-3561,Excitatory
-3750x-3476,Inhibitory
-3741x-3367,Inhibitory
-3725x-3377,Inhibitory
-3726x-3468,Inhibitory
-3717x-3434,Excitatory
-3709x-3477,Inhibitory
-3709x-3496,OD Mature 2
-3706x-3481,Inhibitory
-3706x-3461,Excitatory
-3701x-3376,Excitatory
-3702x-3342,OD Mature 1
-3700x-3436,Inhibitory
-3685x-3375,Endothelial 3
-3679x-3467,Inhibitory
-3674x-3411,Excitatory
-3673x-3345,Endothelial 3
-3667x-3337,Endothelial 3
-3653x-3491,Excitatory
-3653x-3432,Endothelial 1
-3651x-3403,Microglia
-3641x-3361,Endothelial 1
-3639x-3452,Inhibitory
-3639x-3486,Inhibitory
-3637x-3372,Inhibitory
-3636x-3403,Excitatory
-3634x-3381,Inhibitory
-3635x-3331,Excitatory
-3627x-3427,Excitatory
-3621x-3323,Excitatory
-3620x-3425,Endothelial 1
-3620x-3481,Inhibitory
-3614x-3410,Astrocyte
-3606x-3352,Inhibitory
-3604x-3341,Excitatory
-3601x-3398,Astrocyte
-3592x-3409,Inhibitory
-3590x-3494,OD Mature 2
-3587x-3415,Inhibitory
-3587x-3469,Excitatory
-3586x-3317,Inhibitory
-3575x-3337,Inhibitory
-3570x-3419,Inhibitory
-3567x-3447,OD Mature 2
-3564x-3374,Inhibitory
-3683x-3396,Astrocyte
-3561x-3449,Inhibitory
-3735x-3495,Excitatory
-3712x-3493,OD Mature 2
-3706x-3446,Inhibitory
-3691x-3353,OD Immature 1
-3655x-3397,Inhibitory
-3645x-3402,Inhibitory
-3628x-3409,Inhibitory
-3624x-3406,Inhibitory
-3587x-3395,Excitatory
-3689x-3482,Excitatory
-3688x-3493,OD Mature 3
-3646x-3450,Astrocyte
-3638x-3441,Excitatory
-3618x-3455,Inhibitory
-3598x-3408,Astrocyte
-3746x-3181,Inhibitory
-3747x-3283,Inhibitory
-3743x-3263,Inhibitory
-3725x-3270,Inhibitory
-3717x-3219,Astrocyte
-3715x-3180,Inhibitory
-3715x-3243,Endothelial 3
-3713x-3196,Excitatory
-3711x-3214,Astrocyte
-3697x-3266,Excitatory
-3696x-3196,Endothelial 1
-3685x-3157,Excitatory
-3686x-3177,Inhibitory
-3685x-3126,Excitatory
-3680x-3275,Excitatory
-3680x-3215,Inhibitory
-3672x-3126,Inhibitory
-3673x-3249,Astrocyte
-3666x-3177,Astrocyte
-3665x-3213,Excitatory
-3663x-3167,Endothelial 1
-3661x-3151,Excitatory
-3648x-3248,Inhibitory
-3651x-3128,Inhibitory
-3642x-3165,Astrocyte
-3638x-3252,Inhibitory
-3634x-3259,Endothelial 1
-3633x-3153,Inhibitory
-3632x-3295,Inhibitory
-3624x-3269,Inhibitory
-3624x-3293,Astrocyte
-3618x-3287,Endothelial 3
-3618x-3206,Inhibitory
-3613x-3179,OD Immature 1
-3601x-3230,Inhibitory
-3596x-3123,Inhibitory
-3592x-3174,Inhibitory
-3582x-3293,Excitatory
-3581x-3266,OD Mature 2
-3576x-3216,Inhibitory
-3577x-3150,Astrocyte
-3571x-3167,Astrocyte
-3569x-3118,Inhibitory
-3568x-3225,Inhibitory
-3734x-3239,Excitatory
-3725x-3149,Astrocyte
-3676x-3206,OD Immature 1
-3650x-3277,Excitatory
-3638x-3210,Astrocyte
-3728x-3210,Inhibitory
-3721x-3169,Inhibitory
-3705x-3161,Inhibitory
-3604x-3143,Excitatory
-3621x-3124,Inhibitory
-3578x-3245,OD Mature 1
-3682x-3284,Excitatory
-3668x-3260,Astrocyte
